time,gate,car.id,population,carType,duration
1444270860,C8,20150027080052-161,3,1,245460
1444334580,C8,20152702072702-121,2,1,538140
1444572120,C8,20155123115132-660,1,1,86520
1445094060,C8,20152207062244-430,0,2,867180
1445719260,C8,20153424013401-207,1,1,586740
1446230340,C8,20153230113243-759,2,1,253920
1446306000,C8,20153424013401-207,1,1,586740
1446484260,C8,20153230113243-759,0,1,253920
1447426020,C8,20151613061634-340,1,2,289800
1447530600,C8,20150614110632-795,2,3,324720
1447715820,C8,20151613061634-340,1,2,289800
1447855320,C8,20150614110632-795,0,3,324720
1448299440,C8,20154023084052-167,1,1,190560
1448490000,C8,20154023084052-167,0,1,190560
1449243900,C8,20154904064902-300,1,1,110520
1449354420,C8,20154904064902-300,0,1,110520
1449678900,C8,20151509081503-433,1,3,374940
1450053840,C8,20151509081503-433,0,3,374940
1456169100,C8,20165222105209-198,1,1,90780
1456259880,C8,20165222105209-198,0,1,90780
1457103060,C8,20164504064540-547,1,1,652620
1457755680,C8,20164504064540-547,0,1,652620
1459988160,C8,20165206045258-573,1,1,151560
1460139720,C8,20165206045258-573,0,1,151560
1460471640,C8,20164712064702-854,1,2,192420
1460664060,C8,20164712064702-854,0,2,192420
1461250920,C8,20164021074031-924,1,1,101520
1461352440,C8,20164021074031-924,0,1,101520
1462124220,C8,20162701092754-587,1,1,693360
1462300440,C8,20163403103449-145,2,3,69960
1462370400,C8,20163403103449-145,1,1,693360
1462379400,C8,20162104082115-909,2,1,366780
1462554840,C8,20162806092859-620,3,2,80040
1462634880,C8,20162806092859-620,2,3,69960
1462737120,C8,20160508120500-362,3,1,284340
1462746180,C8,20162104082115-909,2,1,366780
1462817580,C8,20162701092754-587,1,2,80040
1462836720,C8,20160909040905-953,2,1,70320
1462893660,C8,20164810074837-368,3,2,196620
1462907040,C8,20160909040905-953,2,1,284340
1462973640,C8,20161211061224-16,3,1,276720
1463021460,C8,20160508120500-362,2,1,70320
1463069400,C8,20162612082614-132,3,2,177300
1463090280,C8,20164810074837-368,2,2,196620
1463174880,C8,20165813015832-479,3,2,104880
1463246700,C8,20162612082614-132,2,1,276720
1463250360,C8,20161211061224-16,1,2,177300
1463274480,C8,20163314053345-713,2,3,70560
1463274720,C8,20162214052214-931,3,2,535620
1463279760,C8,20165813015832-479,2,2,104880
1463331780,C8,20160615090601-72,3,2,91860
1463337360,C8,20164715104741-924,4,1,245820
1463345040,C8,20163314053345-713,3,3,70560
1463350860,C8,20162515022503-709,4,1,249900
1463355600,C8,20160715040757-420,5,2,172380
1463413800,C8,20164216084251-215,6,1,706080
1463423640,C8,20160615090601-72,5,2,535620
1463527980,C8,20160715040757-420,4,2,91860
1463583180,C8,20164715104741-924,3,1,245820
1463600760,C8,20162515022503-709,2,1,249900
1463604660,C8,20160618010659-729,3,2,510480
1463667900,C8,20163419063429-101,4,3,106320
1463774220,C8,20163419063429-101,3,2,172380
1463810340,C8,20162214052214-931,2,1,706080
1463938140,C8,20163922093934-985,3,1,217740
1464037800,C8,20161623011642-809,4,1,144180
1464101880,C8,20160424070451-587,5,1,393840
1464115140,C8,20160618010659-729,4,2,510480
1464119880,C8,20164216084251-215,3,3,106320
1464131160,C8,20161224031222-354,4,1,231960
1464155880,C8,20163922093934-985,3,1,217740
1464181980,C8,20161623011642-809,2,1,144180
1464183120,C8,20162425062418-198,3,1,231300
1464203940,C8,20163125113148-504,4,2,204180
1464275520,C8,20164726074710-213,5,2,210300
1464363120,C8,20161224031222-354,4,1,393840
1464372300,C8,20165927105911-596,5,1,82440
1464393480,C8,20164927034958-905,6,1,266400
1464408120,C8,20163125113148-504,5,1,231960
1464414420,C8,20162425062418-198,4,1,231300
1464454740,C8,20165927105911-596,3,2,204180
1464485820,C8,20164726074710-213,2,2,210300
1464495720,C8,20160424070451-587,1,1,82440
1464659880,C8,20164927034958-905,0,1,266400
1430500200,C3,20153601093644-33,1,1,115320
1430528760,C3,20155401045441-227,2,2,63240
1430592000,C3,20155401045441-227,1,1,115320
1430606580,C3,20153602023647-120,2,2,174240
1430615520,C3,20153601093644-33,1,2,63240
1430663400,C3,20151903071934-939,2,1,782160
1430774160,C3,20151604011635-266,3,2,362100
1430780820,C3,20153602023647-120,2,2,174240
1431044880,C3,20151807041812-701,3,1,357000
1431111120,C3,20154008114008-610,4,1,118020
1431135300,C3,20153108053146-433,5,1,93000
1431136260,C3,20151604011635-266,4,1,782160
1431228300,C3,20153108053146-433,3,2,362100
1431229140,C3,20154008114008-610,2,1,357000
1431267600,C3,20154510064550-279,3,2,175200
1431401880,C3,20151807041812-701,2,1,118020
1431442800,C3,20154510064550-279,1,1,93000
1431445560,C3,20151903071934-939,0,2,175200
1431640680,C3,20155414015450-986,1,1,54660
1431651480,C3,20152114052147-25,2,2,184140
1431695340,C3,20155414015450-986,1,1,54660
1431818040,C3,20150416040445-103,2,1,242940
1431835620,C3,20152114052147-25,1,2,184140
1431875040,C3,20152917072906-13,2,2,526800
1431886320,C3,20150817100809-138,3,2,81060
1431967380,C3,20150817100809-138,2,1,242940
1431981480,C3,20150818010852-458,3,1,118800
1432060980,C3,20150416040445-103,2,2,526800
1432062240,C3,20150419110442-824,3,3,87780
1432100280,C3,20150818010852-458,2,2,81060
1432150020,C3,20150419110442-824,1,1,118800
1432239960,C3,20151521011559-569,2,2,270720
1432303920,C3,20154222064254-555,3,1,354540
1432323540,C3,20153422113416-107,4,1,438540
1432339320,C3,20155622035604-568,5,2,168480
1432392120,C3,20150823070821-824,6,2,453420
1432401840,C3,20152917072906-13,5,3,87780
1432507800,C3,20155622035604-568,4,2,270720
1432510680,C3,20151521011559-569,3,1,354540
1432513560,C3,20153024043032-864,4,1,50160
1432563720,C3,20153024043032-864,3,1,438540
1432657080,C3,20150526090547-123,4,3,345120
1432658460,C3,20154222064254-555,3,2,168480
1432762080,C3,20153422113416-107,2,2,453420
1432845540,C3,20150823070821-824,1,1,50160
1432909200,C3,20150929070904-711,2,2,273600
1432933500,C3,20150329010340-772,3,2,272700
1433002200,C3,20150526090547-123,2,3,345120
1433168100,C3,20151801061858-931,3,1,283680
1433182800,C3,20150929070904-711,2,2,273600
1433185560,C3,20152801112857-221,3,3,167400
1433206200,C3,20150329010340-772,2,2,272700
1433253240,C3,20154302064319-564,3,2,121200
1433254560,C3,20154102064127-486,4,2,141780
1433271120,C3,20152602112608-911,5,2,159540
1433346060,C3,20154303074351-681,6,1,464760
1433352960,C3,20152801112857-221,5,1,283680
1433374440,C3,20154302064319-564,4,3,167400
1433376420,C3,20150003040042-47,5,1,97860
1433396340,C3,20154102064127-486,4,2,121200
1433430660,C3,20152602112608-911,3,2,141780
1433449920,C3,20152204012203-647,4,2,258480
1433451780,C3,20151801061858-931,3,2,159540
1433454660,C3,20152404022405-329,4,3,62880
1433474280,C3,20150003040042-47,3,1,464760
1433517540,C3,20152404022405-329,2,1,97860
1433535180,C3,20154705124714-48,3,2,90240
1433536500,C3,20153505123531-2,4,1,343200
1433542380,C3,20154005024056-186,5,3,956940
1433544060,C3,20150305030327-986,6,1,1049100
1433545500,C3,20155305035315-90,7,3,138720
1433547540,C3,20154405034405-591,8,1,75300
1433550900,C3,20152305052333-803,9,2,350880
1433603160,C3,20153606073656-187,10,1,383040
1433607240,C3,20154306084336-628,11,2,1643820
1433609460,C3,20154106094112-225,12,1,160380
1433617200,C3,20150206110209-450,13,2,334500
1433622840,C3,20154405034405-591,12,2,258480
1433624880,C3,20155606015608-991,13,3,367020
1433625420,C3,20154705124714-48,12,3,62880
1433633820,C3,20153706033723-432,13,3,582540
1433637540,C3,20154406044427-579,14,1,340080
1433684220,C3,20155305035315-90,13,2,90240
1433694180,C3,20151307091345-782,14,1,871980
1433708160,C3,20150307120319-340,15,2,65040
1433708400,C3,20152204012203-647,14,1,343200
1433709780,C3,20153907123907-228,15,1,288360
1433713980,C3,20154307024334-228,16,1,317040
1433722980,C3,20152507042512-111,17,1,146520
1433769840,C3,20154106094112-225,16,3,956940
1433773200,C3,20150307120319-340,15,1,1049100
1433773740,C3,20151808071834-232,16,1,292800
1433777340,C3,20155908075949-522,17,2,512340
1433788560,C3,20150508110558-558,18,1,126000
1433797980,C3,20153808013814-745,19,1,672540
1433807460,C3,20153808033819-967,20,3,786600
1433810820,C3,20154303074351-681,19,3,138720
1433812620,C3,20152308052334-841,20,3,98280
1433860620,C3,20152709072702-390,21,2,110760
1433863320,C3,20152509072520-737,22,1,197220
1433869500,C3,20152507042512-111,21,1,75300
1433879700,C3,20153505123531-2,20,2,350880
1433883720,C3,20155809125823-570,21,1,94560
1433893860,C3,20155009035012-229,22,2,252960
1433901780,C3,20152305052333-803,21,1,383040
1433910900,C3,20152308052334-841,20,2,1643820
1433914560,C3,20150508110558-558,19,1,160380
1433951700,C3,20150206110209-450,18,2,334500
1433969100,C3,20154710124711-907,19,3,416760
1433971380,C3,20152709072702-390,18,3,367020
1433972400,C3,20152910022924-572,19,2,176880
1433977620,C3,20154406044427-579,18,3,582540
1433978280,C3,20155809125823-570,17,1,340080
1433979780,C3,20153910033908-495,18,3,518340
1433986200,C3,20153606073656-187,17,1,871980
1433991900,C3,20155606015608-991,16,2,65040
1433998140,C3,20153907123907-228,15,1,288360
1434031020,C3,20154307024334-228,14,1,317040
1434036120,C3,20155511075557-246,15,2,305220
1434060540,C3,20152509072520-737,14,1,146520
1434066540,C3,20151808071834-232,13,1,292800
1434146820,C3,20155009035012-229,12,2,512340
1434149280,C3,20152910022924-572,11,1,126000
1434154500,C3,20150312050331-531,12,3,949200
1434156840,C3,20154212054245-458,13,1,97140
1434206820,C3,20151113071127-855,14,3,366000
1434216360,C3,20153706033723-432,13,1,672540
1434217200,C3,20153813093827-417,14,1,113460
1434228300,C3,20153513013506-980,15,3,439500
1434230940,C3,20151813021824-408,16,2,237840
1434237480,C3,20151813031843-852,17,1,137760
1434241980,C3,20152213052248-272,18,2,781320
1434253980,C3,20154212054245-458,17,3,786600
1434289680,C3,20155908075949-522,16,3,98280
1434301860,C3,20153914093936-718,17,1,477360
1434306420,C3,20153014103053-84,18,3,633360
1434307920,C3,20152614112619-98,19,2,196200
1434317160,C3,20155014015019-965,20,1,84360
1434317340,C3,20152814012834-417,21,2,419700
1434321900,C3,20153414023451-770,22,3,85800
1434330660,C3,20153813093827-417,21,2,110760
1434341340,C3,20155511075557-246,20,1,197220
1434375240,C3,20151813031843-852,19,1,94560
1434383520,C3,20152215082242-794,20,1,166500
1434385860,C3,20154710124711-907,19,2,252960
1434401520,C3,20155014015019-965,18,3,416760
1434407700,C3,20153414023451-770,17,2,176880
1434409320,C3,20152915032948-543,18,1,335100
1434468780,C3,20151813021824-408,17,3,518340
1434470520,C3,20153808013814-745,16,2,305220
1434482820,C3,20152816112859-104,17,1,945060
1434498120,C3,20153910033908-495,16,3,949200
1434499320,C3,20154005024056-186,15,1,97140
1434504120,C3,20152614112619-98,14,3,366000
1434550020,C3,20152215082242-794,13,1,113460
1434553260,C3,20152517072506-105,14,3,271200
1434554700,C3,20155417075442-571,15,1,118020
1434563520,C3,20155517095518-749,16,1,271140
1434566160,C3,20151307091345-782,15,3,439500
1434572820,C3,20151113071127-855,14,2,237840
1434588960,C3,20154617044627-301,15,1,131520
1434593160,C3,20150305030327-986,14,1,137760
1434594060,C3,20153808033819-967,13,2,781320
1434639180,C3,20154318074327-65,14,2,83940
1434640980,C3,20152118072137-646,15,2,117480
1434641100,C3,20155318075334-519,16,2,290160
1434667800,C3,20153513013506-980,15,1,477360
1434672720,C3,20155417075442-571,14,3,633360
1434720480,C3,20154617044627-301,13,2,196200
1434721740,C3,20153919063918-509,14,1,124380
1434723120,C3,20154318074327-65,13,1,84360
1434731580,C3,20155919085948-945,14,3,181980
1434734580,C3,20151819091842-213,15,1,528420
1434737040,C3,20152814012834-417,14,2,419700
1434743280,C3,20153619123625-792,15,3,156240
1434744420,C3,20152915032948-543,14,3,85800
1434758460,C3,20152118072137-646,13,1,166500
1434764220,C3,20152619052643-277,14,3,144360
1434779220,C3,20153914093936-718,13,1,335100
1434810420,C3,20155720065732-452,14,1,168660
1434810840,C3,20150620070638-960,15,1,795960
1434824460,C3,20152517072506-105,14,1,945060
1434827160,C3,20150720110747-627,15,1,117720
1434834660,C3,20155517095518-749,14,3,271200
1434837240,C3,20152420022419-264,15,2,58080
1434846120,C3,20153919063918-509,14,1,118020
1434895320,C3,20152420022419-264,13,1,271140
1434899520,C3,20153619123625-792,12,1,131520
1434908580,C3,20152619052643-277,11,2,83940
1434913560,C3,20155919085948-945,10,2,117480
1434915960,C3,20151521121533-656,11,1,527160
1434925560,C3,20152421022448-172,12,1,76380
1434926820,C3,20153621033624-514,13,3,281100
1434931260,C3,20155318075334-519,12,2,290160
1434933960,C3,20151821051837-55,13,1,148140
1434939780,C3,20153014103053-84,12,1,124380
1434944880,C3,20150720110747-627,11,3,181980
1434979080,C3,20155720065732-452,10,1,528420
1435000740,C3,20152322112332-133,11,1,281340
1435001940,C3,20152421022448-172,10,3,156240
1435023300,C3,20152213052248-272,9,3,144360
1435067460,C3,20151823061853-546,10,1,140700
1435079580,C3,20151223091254-664,11,1,88560
1435081740,C3,20155123095125-681,12,2,722220
1435082100,C3,20151821051837-55,11,1,168660
1435084080,C3,20155423105427-757,12,1,614880
1435100460,C3,20152523032526-775,13,1,137760
1435101000,C3,20150523030511-17,14,2,186360
1435103700,C3,20150312050331-531,13,1,795960
1435104480,C3,20153723043748-531,14,2,89400
1435108260,C3,20151423051449-551,15,1,141660
1435110000,C3,20154123054103-632,16,1,318960
1435162740,C3,20155324085325-903,17,3,121800
1435168140,C3,20151223091254-664,16,1,117720
1435168320,C3,20155424095403-620,17,1,896700
1435170900,C3,20150524110507-879,18,2,604980
1435186260,C3,20152124032130-189,19,1,102600
1435193880,C3,20153723043748-531,18,2,58080
1435207920,C3,20153621033624-514,17,1,527160
1435208160,C3,20151823061853-546,16,1,76380
1435238220,C3,20152523032526-775,15,3,281100
1435249920,C3,20151423051449-551,14,1,148140
1435251060,C3,20154306084336-628,13,1,281340
1435256220,C3,20151625101651-52,14,1,537060
1435263000,C3,20151819091842-213,13,1,140700
1435273140,C3,20155625025639-594,14,1,255060
1435279320,C3,20153525043522-499,15,1,55620
1435282080,C3,20152322112332-133,14,1,88560
1435284540,C3,20155324085325-903,13,2,722220
1435287360,C3,20150523030511-17,12,1,614880
1435288860,C3,20152124032130-189,11,1,137760
1435334940,C3,20153525043522-499,10,2,186360
1435338060,C3,20150226090206-282,11,1,285060
1435352820,C3,20155826125821-822,12,3,72120
1435424940,C3,20155826125821-822,11,2,89400
1435427880,C3,20152816112859-104,10,1,141660
1435428960,C3,20154123054103-632,9,1,318960
1435431720,C3,20153627113639-711,10,1,99960
1435443120,C3,20151521121533-656,9,3,121800
1435500060,C3,20154928064939-570,10,2,97920
1435506660,C3,20155528075553-143,11,1,791580
1435527060,C3,20155228015245-135,12,2,439260
1435528200,C3,20155625025639-594,11,1,896700
1435531680,C3,20153627113639-711,10,2,604980
1435532760,C3,20152828112812-119,11,1,87720
1435596540,C3,20154129084132-74,12,1,82560
1435597980,C3,20154928064939-570,11,1,102600
1435606800,C3,20150620070638-960,10,1,537060
1435606980,C3,20154929114937-129,11,2,336120
1435620360,C3,20153029033050-443,12,3,153480
1435620480,C3,20152828112812-119,11,1,255060
1435623120,C3,20150226090206-282,10,1,55620
1435623360,C3,20154629044625-977,11,2,75900
1435676640,C3,20150730070718-674,12,2,96000
1435679100,C3,20154129084132-74,11,1,285060
1435697460,C3,20154630124651-529,12,1,166740
1435698960,C3,20155423105427-757,11,3,72120
1435699260,C3,20154629044625-977,10,1,99960
1435700340,C3,20152830022847-358,11,3,103560
1435705920,C3,20154530034515-528,12,1,80400
1435709460,C3,20150030050049-156,13,2,258720
1435772640,C3,20150730070718-674,12,2,97920
1435773840,C3,20153029033050-443,11,1,791580
1435775880,C3,20150524110507-879,10,2,439260
1435780560,C3,20152601122623-54,11,1,204960
1435783500,C3,20154501124525-792,12,2,105360
1435786320,C3,20154530034515-528,11,1,87720
1435790400,C3,20153101023158-837,12,1,103800
1435793280,C3,20151625101651-52,11,1,82560
1435803900,C3,20152830022847-358,10,2,336120
1435803960,C3,20155123095125-681,9,3,153480
1435856580,C3,20153102093104-707,10,2,519900
1435864200,C3,20154630124651-529,9,2,75900
1435865160,C3,20151602121624-797,10,1,455820
1435866720,C3,20155502115525-896,11,3,113040
1435879380,C3,20151602031635-816,12,1,257280
1435888860,C3,20154501124525-792,11,2,96000
1435894200,C3,20153101023158-837,10,1,166740
1435940820,C3,20155503085502-843,11,1,95160
1435942380,C3,20155803085804-911,12,3,112920
1435943100,C3,20154929114937-129,11,3,103560
1435946280,C3,20150303100335-568,12,2,615540
1435948920,C3,20154703104742-613,13,1,199800
1435950660,C3,20154003114038-680,14,2,81060
1435959780,C3,20153003023020-726,15,1,88260
1435963440,C3,20151403031412-911,16,1,99780
1435966320,C3,20155228015245-135,15,1,80400
1435967820,C3,20154703044705-734,16,1,171060
1435968180,C3,20150030050049-156,15,2,258720
1435970940,C3,20154703044709-708,16,1,427920
1435979760,C3,20155502115525-896,15,1,204960
1435985520,C3,20152601122623-54,14,2,105360
1436021460,C3,20151504071559-733,15,3,482760
1436025300,C3,20154304074334-798,16,1,429780
1436031720,C3,20154003114038-680,15,1,103800
1436033280,C3,20150704100721-493,16,2,283440
1436033940,C3,20154904104947-550,17,2,85320
1436035980,C3,20155503085502-843,16,2,519900
1436037900,C3,20151304121328-420,17,1,202920
1436041440,C3,20151304011310-154,18,1,150240
1436043240,C3,20150004010010-724,19,2,327720
1436045760,C3,20150304020357-184,20,1,799500
1436047740,C3,20155704015757-89,21,1,591360
1436048040,C3,20153003023020-726,20,1,455820
1436054760,C3,20153904043911-814,21,3,86940
1436054880,C3,20154304044323-645,22,1,90780
1436055300,C3,20155803085804-911,21,3,113040
1436063220,C3,20151403031412-911,20,1,257280
1436065020,C3,20155424095403-620,19,1,95160
1436105760,C3,20150605070642-510,20,1,89520
1436107140,C3,20150905070939-279,21,1,286200
1436119260,C3,20154904104947-550,20,3,112920
1436129100,C3,20151305011309-201,21,2,424020
1436129460,C3,20152305012336-61,22,3,596520
1436130540,C3,20155805015836-890,23,1,103980
1436136660,C3,20151602031635-816,22,2,615540
1436137860,C3,20150105040107-528,23,2,80880
1436138160,C3,20151505031524-959,24,2,180480
1436138880,C3,20154703044705-734,23,1,199800
1436141700,C3,20153904043911-814,22,2,81060
1436145660,C3,20154304044323-645,21,1,88260
1436148720,C3,20154703104742-613,20,1,99780
1436191680,C3,20151304011310-154,19,1,171060
1436195280,C3,20150605070642-510,18,1,427920
1436195520,C3,20151006071021-877,19,2,136080
1436213520,C3,20150406120427-726,20,3,423540
1436214540,C3,20152506122555-795,21,2,613380
1436214660,C3,20152706122712-540,22,2,78060
1436217480,C3,20154806014828-598,23,1,156180
1436218740,C3,20150105040107-528,22,3,482760
1436221620,C3,20151506031509-899,23,2,52500
1436225100,C3,20155506035548-222,24,1,72060
1436225160,C3,20152806032847-86,25,3,368880
1436231160,C3,20151206051246-156,26,1,129540
1436231340,C3,20151106051115-506,27,3,88620
1436233380,C3,20154506054510-602,28,3,392280
1436234520,C3,20155805015836-890,27,1,429780
1436240820,C3,20151304121328-420,26,2,283440
1436274120,C3,20151506031509-899,25,2,85320
1436283660,C3,20153707073715-128,26,2,984000
1436288520,C3,20150407090456-983,27,1,109620
1436292720,C3,20152706122712-540,26,1,202920
1436297160,C3,20155506035548-222,25,1,150240
1436298240,C3,20155528075553-143,24,2,327720
1436302260,C3,20154007124035-405,25,2,634320
1436312820,C3,20153507043529-286,26,1,656760
1436316720,C3,20150704100721-493,25,1,799500
1436318640,C3,20151505031524-959,24,1,591360
1436319960,C3,20151106051115-506,23,3,86940
1436320980,C3,20151602121624-797,22,1,90780
1436331600,C3,20151006071021-877,21,1,89520
1436360700,C3,20151206051246-156,20,1,286200
1436363580,C3,20152308062330-627,21,3,109140
1436365080,C3,20154408064412-833,22,3,87600
1436370960,C3,20150004010010-724,21,2,424020
1436373660,C3,20154806014828-598,20,3,596520
1436376480,C3,20153102093104-707,19,1,103980
1436393340,C3,20150905070939-279,18,2,80880
1436398140,C3,20150407090456-983,17,2,180480
1436398860,C3,20154703044709-708,16,2,136080
1436405580,C3,20152008052025-846,17,2,263880
1436452680,C3,20154408064412-833,16,3,423540
1436455080,C3,20154304074334-798,15,2,613380
1436456880,C3,20151109081144-678,16,3,422100
1436461860,C3,20155809095821-297,17,1,92580
1436467260,C3,20151409111433-68,18,2,298080
1436472720,C3,20152308062330-627,17,2,78060
1436477220,C3,20155409015439-148,18,1,108960
1436489760,C3,20155809045856-713,19,2,98400
1436504220,C3,20151504071559-733,18,1,156180
1436544660,C3,20151510081555-297,19,2,103920
1436545080,C3,20150810090808-3,20,2,340020
1436553120,C3,20151305011309-201,19,2,52500
1436554440,C3,20155809095821-297,18,1,72060
1436558460,C3,20155410115442-469,19,2,268680
1436561820,C3,20150303100335-568,18,3,368880
1436565180,C3,20152010022051-412,19,2,160020
1436569440,C3,20150010030002-664,20,2,279840
1436575140,C3,20152810052855-807,21,1,274740
1436586180,C3,20155409015439-148,20,1,129540
1436588160,C3,20155809045856-713,19,3,88620
1436594040,C3,20152806032847-86,18,3,392280
1436625660,C3,20154506054510-602,17,2,984000
1436628060,C3,20150911080900-458,18,3,203040
1436637060,C3,20150406120427-726,17,1,109620
1436639100,C3,20155704015757-89,16,2,634320
1436646360,C3,20154911124924-532,17,1,61680
1436648580,C3,20151510081555-297,16,1,656760
1436652960,C3,20151911021956-775,17,1,780480
1436653260,C3,20152211022237-502,18,2,147720
1436654100,C3,20152411032440-684,19,1,431760
1436654760,C3,20151911031933-491,20,1,231660
1436657160,C3,20152711032704-985,21,2,264720
1436659740,C3,20155811045827-264,22,3,134760
1436659800,C3,20150311040324-846,23,3,504300
1436661540,C3,20153111043103-266,24,3,58440
1436661780,C3,20154611044614-561,25,2,45960
1436669460,C3,20152008052025-846,24,3,109140
1436707740,C3,20154611044614-561,23,3,87600
1436708040,C3,20154911124924-532,22,2,263880
1436712420,C3,20153712063756-502,23,2,93960
1436719980,C3,20153111043103-266,22,3,422100
1436725200,C3,20152010022051-412,21,1,92580
1436725980,C3,20152305012336-61,20,2,298080
1436726460,C3,20154212104231-5,21,3,705840
1436742780,C3,20150212030241-721,22,2,512100
1436750160,C3,20154912054955-518,23,1,83100
1436765340,C3,20151409111433-68,22,1,108960
1436794500,C3,20155811045827-264,21,2,98400
1436800620,C3,20154113074143-823,22,1,122220
1436800980,C3,20152211022237-502,21,2,103920
1436806380,C3,20153712063756-502,20,2,340020
1436814180,C3,20150013110015-112,21,2,248460
1436827140,C3,20155410115442-469,20,2,268680
1436827920,C3,20152506122555-795,19,2,160020
1436829240,C3,20151113031115-28,20,1,691980
1436831100,C3,20150911080900-458,19,2,279840
1436833260,C3,20154912054955-518,18,1,274740
1436836500,C3,20150413050412-329,19,2,48120
1436845260,C3,20150304020357-184,18,3,203040
1436849280,C3,20150010030002-664,17,1,61680
1436849880,C3,20152810052855-807,16,1,780480
1436878980,C3,20151109081144-678,15,2,147720
1436884620,C3,20150413050412-329,14,1,431760
1436885100,C3,20150810090808-3,13,1,231660
1436886420,C3,20151911031933-491,12,2,264720
1436894640,C3,20151814091820-723,13,1,623160
1436913600,C3,20154414024400-712,14,1,340260
1436921880,C3,20152711032704-985,13,3,134760
1436922840,C3,20154113074143-823,12,3,504300
1436936580,C3,20154007124035-405,11,3,58440
1436968500,C3,20154415064448-712,12,1,1086180
1436969580,C3,20153507043529-286,11,2,45960
1436972820,C3,20153915073941-58,12,1,390480
1436978520,C3,20150615090601-623,13,2,248580
1436998440,C3,20150315030313-186,14,1,60660
1437053940,C3,20150816060823-385,15,3,805680
1437059100,C3,20150315030313-186,14,2,93960
1437062640,C3,20150013110015-112,13,3,705840
1437085860,C3,20152411032440-684,12,2,512100
1437085920,C3,20152216022232-679,13,1,111120
1437093060,C3,20152616042649-259,14,1,134040
1437157500,C3,20152317102301-124,15,3,990360
1437163920,C3,20151217121243-265,16,1,680400
1437164100,C3,20150311040324-846,15,1,83100
1437165720,C3,20151617011611-701,16,1,426480
1437197040,C3,20152216022232-679,15,1,122220
1437227100,C3,20150615090601-623,14,2,248460
1437227100,C3,20152616042649-259,13,1,691980
1437240600,C3,20155618095623-707,14,1,340200
1437246300,C3,20153518113501-500,15,1,93420
1437246960,C3,20154018114036-212,16,1,1137360
1437247200,C3,20155118115127-143,17,1,82980
1437253860,C3,20154414024400-712,16,2,48120
1437254880,C3,20150212030241-721,15,1,623160
1437267660,C3,20153707073715-128,14,1,340260
1437267660,C3,20150618050611-599,15,2,222240
1437312840,C3,20150219060243-351,16,3,138000
1437313860,C3,20151919061928-62,17,3,83940
1437323280,C3,20150319090314-498,18,2,95940
1437330180,C3,20155118115127-143,17,1,1086180
1437339720,C3,20153518113501-500,16,1,390480
1437340560,C3,20151019011020-645,17,3,368460
1437348060,C3,20154519034526-395,18,1,100560
1437354840,C3,20153919053954-565,19,1,139200
1437363300,C3,20153915073941-58,18,2,248580
1437397800,C3,20151919061928-62,17,1,60660
1437413580,C3,20152520092520-405,18,2,124440
1437419220,C3,20150319090314-498,17,3,805680
1437430920,C3,20151020031037-765,18,2,58560
1437432300,C3,20154212104231-5,17,1,111120
1437433440,C3,20151911021956-775,16,1,134040
1437448620,C3,20154519034526-395,15,3,990360
1437450840,C3,20150219060243-351,14,1,680400
1437489480,C3,20151020031037-765,13,1,426480
1437489900,C3,20150618050611-599,12,1,340200
1437492300,C3,20150021080000-521,13,3,470640
1437494040,C3,20153919053954-565,12,1,93420
1437517800,C3,20151814091820-723,11,1,1137360
1437521220,C3,20151113031115-28,10,1,82980
1437524760,C3,20152821042813-361,11,2,233220
1437538020,C3,20152520092520-405,10,2,222240
1437572520,C3,20151222061237-438,11,3,219660
1437577860,C3,20153922073948-796,12,1,220500
1437579540,C3,20154122074105-174,13,2,308760
1437580800,C3,20155618095623-707,12,3,138000
1437589020,C3,20150722110714-462,13,3,98040
1437590640,C3,20154622104622-839,14,1,261780
1437592200,C3,20151617011611-701,13,3,83940
1437614040,C3,20151722051720-973,14,1,347280
1437660180,C3,20150823060803-803,15,1,264120
1437671760,C3,20154423094459-117,16,2,366720
1437674700,C3,20153723103744-695,17,1,89700
1437678240,C3,20153223113200-303,18,1,334380
1437687060,C3,20150722110714-462,17,2,95940
1437687240,C3,20153423013440-640,18,1,68520
1437696540,C3,20154023044021-772,19,2,158340
1437709020,C3,20151019011020-645,18,3,368460
1437750420,C3,20153624073615-56,19,1,224040
1437755760,C3,20153423013440-640,18,1,100560
1437755880,C3,20150124090106-75,19,1,212100
1437757980,C3,20152821042813-361,18,1,139200
1437762900,C3,20150024110036-855,19,1,848760
1437764400,C3,20153723103744-695,18,2,124440
1437768660,C3,20150924120946-229,19,1,605100
1437773040,C3,20155724015737-87,20,3,275040
1437780300,C3,20152924032913-724,21,1,1087800
1437792180,C3,20151222061237-438,20,2,58560
1437798360,C3,20153922073948-796,19,3,470640
1437844320,C3,20151217121243-265,18,2,233220
1437852420,C3,20154622104622-839,17,3,219660
1437854880,C3,20154023044021-772,16,1,220500
1437854880,C3,20154025124046-991,17,1,62580
1437858720,C3,20150425010459-670,18,1,111360
1437859620,C3,20150816060823-385,17,2,308760
1437869580,C3,20151725041726-478,18,2,161460
1437888300,C3,20154122074105-174,17,3,98040
1437917460,C3,20154025124046-991,16,1,261780
1437924300,C3,20150823060803-803,15,1,347280
1437933240,C3,20155626095622-144,16,3,116040
1437935160,C3,20151726101752-323,17,2,936000
1437940200,C3,20151626121657-196,18,2,188100
1437944460,C3,20155226125229-218,19,3,79680
